value,smiles
1.0,CC1CCC2C(C)C(OC3OC4OC5(C)CCC6C(C)CCC(C3C)C46OO5)OC3OC4(C)CCC1C32OO4
1.0,CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1ccccc1c2C=Nc1ccccc1NC1c2cc3c(cc2C(c2cc(OC)c(O)c(OC)c2)C2C(=O)OCC12)OCO3
1.0,COc1cc(C2c3cc4c(cc3C(Nc3ccc(NC(=O)c5cc([N+](=O)[O-])cn5C)cc3)C3COC(=O)C23)OCO4)cc(OC)c1O
1.0,CC(C)CC(NC(=O)C(CCc1ccccc1)NC(=O)c1ccc2ccccc2n1)B(O)O
1.0,CC12CCC3c4cc(OCC(F)(F)F)c(O)cc4C(=NO)CC3C1CCC2O
1.0,CCCCCCCCCC(=O)NC(c1ccco1)C(O)C(=O)OC1CC2(O)C(OC(=O)c3ccccc3)C3C4(OC(C)=O)COC4CC(O)C3(C)C(=O)C(OC(C)=O)C(=C1C)C2(C)C
1.0,O=c1cc(-c2ccccc2)[nH]c2ccc(N3CCOCC3)cc12
1.0,COc1cccc(-c2cc(=O)c3cc(N(C)C)ccc3[nH]2)c1
1.0,CC(=O)OC12COC1CC(O)C1(C)C(=O)C(O)C3=C(C)C(OC(=O)C(O)C(NC(=O)c4ccccc4)c4ccccc4)CC(O)(C(OC(=O)c4ccccc4)C21)C3(C)C
1.0,CC1C=C(CCCCCCCCCCCCC(O)C2CCC(C3CCC(C(O)CCCCCCCCCCCCC4=CC(C)OC4=O)O3)O2)C(=O)O1
1.0,CC1=C(N2CC2)C(=O)c2nc3n(c2C1=O)CCC3OC(=O)CCl
1.0,CCC(=O)OC1CCn2c1nc1c2C(=O)C(C)=C(N2CC2)C1=O
1.0,CC1=C(N2CC2)C(=O)C(C)=C(N2CC2)C1=O
1.0,CCCC[Ge](CCCC)(CCCC)OC(=O)C(OC(C)=O)c1ccccc1
1.0,CCOC(=O)Oc1c(OC)cc(C(=O)NC2CCc3cc(OC)c(OC)c(OC)c3-c3ccc(SC)c(=O)cc32)cc1OC
1.0,COc1cc2c(c(OC)c1OC)-c1ccc(SC)c(=O)cc1C(NC(=O)c1ccc(F)cc1)CC2
1.0,COc1cc(C=Cc2ccc(C)cc2)cc(OC)c1OC
1.0,[I-][SbH+3]12([SH]=C(N3CCSCC3)[SH-]1)[SH]=C(N1CCSCC1)[SH-][SbH+3]1([I-])([SH]=C(N3CCSCC3)[SH-]1)[IH2-]2
1.0,O=C(NC(=O)c1ccccc1[N+](=O)[O-])Nc1ccc(Oc2ncc(Br)cn2)c(Cl)c1
1.0,COc1cc(C2C3=C(COC3=O)Oc3cc4c(cc32)OCO4)cc(OC)c1OC
1.0,COc1ccc(C=Cc2cc(OC)c(OC)c(OC)c2)c(O)c1O
1.0,CC1C2CC3OC34C3CCC5Cc6nc7c(nc6CC5(C)C3(O)CC(=O)C24COC12OC(C)(C)CC2O)CC1CCC2C3=CC4OC5(OC(C)(CO)CC5O)C(C)C4(O)C3(C)C(O)CC2C1(C)C7
1.0,COC1=C(C)C(=O)C2=C(C1=O)C(CO)N1C(C#N)C3CC4C(C1C2N1CCOC41)N3C
1.0,O=C1NC2C(O)C(O)C(O)C(O)C2c2cc3c(c(O)c21)OCO3
1.0,CC(=O)OC1CC2(O)C3CCC4CC(O)CCC4(C)C3CCC2(C)C1C1=CC(=O)OC1
1.0,CCC1(O)CC(OC2CC(N(C)C)C(OC3CC(O)C(OC4CC(O)C(O)C(C)O4)C(C)O3)C(C)O2)c2c(cc3c(c2O)C(=O)c2c(O)ccc(O)c2C3=O)C1C(=O)OC
1.0,CN1CCN(c2ccc([N+](=O)[O-])c3no[n+]([O-])c23)CC1
1.0,COc1cc2c3c(c4cc(OC)c(OC)cc4c2cc1OC)CN1CCCC1C3
1.0,CC1CC(C)(O)CC(C(O)CC2CC(=O)NC(=O)C2)C1=O
1.0,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1
1.0,O=c1[nH]c(=O)n(C2CC(O)C(COP(=O)(O)OC3CC(n4cc(F)c(=O)[nH]c4=O)OC3COP(=O)(O)OC3CC(n4cc(F)c(=O)[nH]c4=O)OC3COP(=O)(O)OC3CC(n4cc(F)c(=O)[nH]c4=O)OC3COP(=O)(O)OC3CC(n4cc(F)c(=O)[nH]c4=O)OC3COP(=O)(O)OC3CC(n4cc(F)c(=O)[nH]c4=O)OC3COP(=O)(O)OC3CC(n4cc(F)c(=O)[nH]c4=O)OC3COP(=O)(O)OC3CC(n4cc(F)c(=O)[nH]c4=O)OC3COP(=O)(O)OC3CC(n4cc(F)c(=O)[nH]c4=O)OC3COP(=O)(O)OC3CC(n4cc(F)c(=O)[nH]c4=O)OC3CO)O2)cc1F
1.0,O=C1NC2C(CC(O)C(O)C2O)c2cc3c(c(O)c21)OCO3
1.0,CC(=O)OC1C(O)C(C)OC(OC(=O)C2CCC3C(C2)OC2(CC(OC(=O)C=Cc4ccccc4)C(C)CO2)C32CO2)C1OC1OC(C)C(O)C(O)C1O
1.0,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(OC2CCCCO2)C(C)O1
1.0,COC1C=C(C)C=CC(C)C=CC(=O)OC(C(C)=CC=C(C)CNC(=O)C(CO)NC=O)C(C)C=CC=CC(OC)CCC=C(C)C=CC1
1.0,CN(CCCCCl)P(=O)(OCC1=CC(=O)c2ccccc2C1=O)OCC1OC(n2cc(F)c(=O)[nH]c2=O)CC1O
1.0,c1ccc(C(=NNc2nc3ccccc3o2)c2ccccn2)nc1
1.0,COCC(CC1OC(O)(C(O)C2CC(OC)C(O)CCC=C(C)C=CC(OC3OC(C)C(OC)C(O)C3O)C(C)C=C(C)C=C(C)C=C(C)C(=O)O2)C(C)C(O)C1C)OC1CC(C)(O)C(OC2CC(OC)C(O)C(C)O2)C(C)O1
1.0,CN(C)CCOc1ccc2[nH]c(C(=O)N3CC(CCl)c4ccc(N)cc43)cc2c1
1.0,COc1cc2cc(C(=O)N3CC(CCl)c4c3cc(O)c3ccccc43)[nH]c2c(OC)c1OC
1.0,C=C1C(=O)OC2CC(C)=CCCC(C)=CCCC(C)(O)C(I)CC12
1.0,Clc1ccc(NN=C(c2ccccc2)c2ccccn2)nc1
1.0,CN(C)CCNc1ccc2c(=O)n(CCN(C)C)c(=O)n3c4ccccc4c(=O)c1c23
1.0,O=C(OCC(OC(=O)c1ccccc1)C1CC(C2(O)CCCCC2)C(=O)O1)c1ccccc1
1.0,Cc1c2oc3c(C)ccc(C(=O)NC4C(=O)NC(C(C)C)C(=O)N5CCCC5C(=O)N(C)CC(=O)N(C)C(Cc5ccc(O)cc5)C(=O)OC4C)c3nc-2c(C(=O)NC2C(=O)NC(C(C)C)C(=O)N3CCCC3C(=O)N(C)CC(=O)N(C)C(Cc3ccc(O)cc3)C(=O)OC2C)c(N)c1=O
1.0,CC(=O)NC1C(OCc2ccccc2)OC(CO)C(O)C1OC(C)C(=O)NC(C)C(=O)NC(CCC(=O)NCCCCNc1c2ccccc2nc2cccc([N+](=O)[O-])c12)C(N)=O
1.0,CC(O)c1cc2c(s1)C(=O)c1c(C(C)O)csc1C2=O
1.0,CCOc1cc2c(cc1O)C(=NO)CC1C2CCC2(C)C(O)CCC12
1.0,Cc1ccc2c(=O)cc(-c3cccc(F)c3)[nH]c2n1
1.0,COC1C=CC(C)C(C(C)C(OC)C(C)CCC(=O)C(C)C(CC=CN(C)C=O)OC)OC(=O)C=CC=C(C)CC(OC)CC2=CC(=O)OC(C2)C(C)C(OC)CC(OC)C=CC(C)C(OC)C1
1.0,COC1C=CC(C)C(OC)CC(O)C=CC(C)C(C(C)C(OC)C(C)CCC(=O)C(C)C(CC=CN(C)C=O)OC)OC(=O)C=CC=C(C)CC(OC)C(OC)C2=CC(=O)OC(C2O)C(C)C(OC)C1
1.0,S=C(NN=C(c1ccccc1)c1ccccn1)N1CCCCCC1
1.0,S=C(NN=C(c1ccccc1)c1ccccn1)N1CCCCC1
1.0,CCCC[Sn](CCCC)(CCCC)OC(=O)C(OC)c1ccccc1
1.0,CCC[Sn](CCC)(OC(=O)Cc1ccc(F)cc1)O[Sn](CCC)(CCC)OC(=O)Cc1ccc(F)cc1
1.0,CCCC[Sn](CCCC)(OC(=O)c1cccc(F)c1F)O[Sn](CCCC)(CCCC)OC(=O)c1cccc(F)c1F
1.0,CN1CCC(c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)C(O)C1
1.0,CCc1ccc(C=Cc2cc(OC)c(OC)c(OC)c2)cc1
1.0,Cc1ccc2oc(=O)c3c(O)c4cccc(OC5OC(C)C6OC(c7ccccc7)OC6C5OC5OC(C)C(O)C(O)C5O)c4c4oc(=O)c1c2c34
1.0,CCCCCCCCCCC(O)C1CCC(C2CCC(C(O)CCCCCCCCCCC(O)CC3=CC(C)OC3=O)O2)O1
1.0,CC(=NNC(=[Se])N1CC2CCC(CC2)C1)c1ccccn1
1.0,COC(=O)CC(O)(CCCC(C)(C)O)C(=O)OC1C(OC)=CC23CCCN2CCc2cc4c(cc2C13)OCO4
1.0,CC(=O)NCCSC(=O)c1ccccc1
1.0,CC(=O)OC(C)(C)C=CC(=O)C(C)(O)C1C(O)CC2(C)C3CC=C4C(C=C(O)C(=O)C4(C)C)C3(C)C(=O)CC12C
1.0,O=C1NC2C(=CC(O)C(O)C2O)c2cc3c(c(O)c21)OCO3
1.0,CC12CCC3C(CCC4(O)C=CCCC34C=O)C1(O)CC(O)C2c1ccc(=O)oc1
1.0,CC1=C(O)C(=O)C=C2C1=CC=C1C2(C)CCC2(C)C3CC(C)(C(=O)O)CCC3(C)CCC12C
1.0,N#Cc1cn(C2OC(CO)C(O)C2O)c2ncnc(N)c12
1.0,CCc1ccccc1N1CCN(C(=O)c2cc(OC)c(OC)c(OC)c2)CC1
1.0,COc1cc(C2c3cc4c(c(O)c3CC3COC(=O)C32)OCO4)cc(OC)c1OC
1.0,CCCC[Sn](Cl)(CCCC)CCCC
1.0,CC1OC(OC2C=C3CCC4C(CCC5(C)C(c6ccc(=O)oc6)CCC45O)C3(C)CC2)C(O)C(O)C1O
1.0,CC1CC(C)C(=O)C(C(O)CC2CC(=O)NC(=O)C2)C1
1.0,COCC(C#N)NC1CC(OC2CC(O)(C(=O)CO)Cc3c(O)c4c(c(O)c32)C(=O)c2c(OC)cccc2C4=O)OC(C)C1O
1.0,COc1cc2c(c(OC)c1OC)-c1cccc(=O)cc1C(NC(C)=O)CC2
1.0,CC(C)=CC(=O)OC1C2C(C)=CC(O)C(O)C2(C)C2C3(O)OCC24C(CC(=O)OC14)C(C)C3O
1.0,CC(O)C1C=CC=CC(=O)OC2CC3OC4C5OC5(C)C(O)CC4(COC(=O)C(O)C(C)CCO1)C2(C)C31CO1
1.0,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(OC)C(C)O1
1.0,CC1=CC2OC3CC4OC(=O)C=CC=CC(C(C)O)OCC(O)C5(C)OC5C(=O)OCC2(CC1O)C4(C)C31CO1
1.0,COC(=O)C12Oc3ccc(-c4ccc5c(c4O)C(=O)C4=C(O)CC(C)C(O)C4(C(=O)OC)O5)c(O)c3C(=O)C1=C(O)CC(C)C2O
1.0,CCC1(O)CC(OC2CC(N(C)C)C(O)C(C)O2)c2c(O)c3c(c(O)c2C1OC1CC(N(C)C)C(O)C(C)O1)C(=O)c1cccc(O)c1C3=O
1.0,CC(=NNc1nc2ccccc2[nH]1)c1ncccn1
1.0,CC(=NNc1nc2ccccc2s1)c1ncccn1
1.0,COc1cc2cc(C(=O)N3CC(CCl)c4ccc(NO)cc43)[nH]c2c(OC)c1OC
1.0,CC(=O)OC(C)c1cc2c(s1)C(=O)c1ccsc1C2=O
1.0,COC(=O)c1cc2c(n1S(=O)(=O)c1ccc(C)cc1)C(=O)C(=O)c1[nH]cc(C(=O)OCc3ccccc3)c1-2
1.0,COc1cccc(-c2cc(=O)c3c(C)ccnc3[nH]2)c1
1.0,[O-]c1c2cc(-[n+]3c(-c4ccccc4)cc(-c4ccccc4)cc3-c3ccccc3)cc1COC(c1ccccc1)C(c1ccccc1)OCc1cccc(n1)COC(c1ccccc1)C(c1ccccc1)OC2
1.0,[O-]c1c2cc(-[n+]3c(-c4ccccc4)cc(-c4ccccc4)cc3-c3ccccc3)cc1COC(c1ccccc1)C(c1ccccc1)OCCOCCOC(c1ccccc1)C(c1ccccc1)OC2
1.0,CCOc1cc2c(cc1O)CCC1C2CCC2(C)C(O)CCC12
1.0,Cc1cccc(C=NNC(=S)N2CCCCC2)n1
1.0,CC1(O)CC(=O)c2c(cc3ccc(-c4c5c(c(O)c6c(O)cccc46)C(=O)CC(C)(O)C5)c(O)c3c2O)C1
1.0,COc1cccc(C2C3=C(COC3=O)Oc3cc4c(cc32)OCO4)c1
1.0,CCCC(=O)OC1CC(n2cc(F)c(=O)[nH]c2=O)OC1CO
1.0,O=C1c2cc(CCl)sc2C(=O)c2ccsc21
1.0,OCCNCN(CNCCO)c1nc(N(CNCCO)CNCCO)nc(N(CNCCO)CNCCO)n1
1.0,CCCC[Sn](CCCC)(OC(=O)c1cc(F)ccc1F)O[Sn](CCCC)(CCCC)OC(=O)c1cc(F)ccc1F
1.0,Cc1cc(O)c2c(c1)CC(O)C1=C2C(=O)c2c(O)ccc(OC3CC(O)C(OC4CC(OC5CCC(OC6CC(O)C(OC7CC(OC8CCC(O)C(C)O8)C(O)C(C)O7)C(C)O6)C(C)O5)C(O)C(C)O4)C(C)O3)c2C1=O
1.0,CCC1(OP(=O)(O)O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3ccccc3nc2-1
1.0,CCc1nc(N)nc(N)c1-c1ccc(N(C)Cc2ccccc2)c([N+](=O)[O-])c1
1.0,COC(COC(=O)N1CCN(C=O)CC1)C1=C(N2CC2)C(=O)C(C)=C(N2CC2)C1=O
1.0,O=C1NC(c2cccc3ccccc23)Nc2ccc(Cl)cc21
1.0,COc1ccc2c3c(c4cc(OC)c(OC)cc4c2c1)CN1CCCC1C3O
1.0,CC12CCC3C(CCC4(O)CC(O)CCC34C=NO)C1(O)CCC2C1=COC(=O)C1
1.0,CC1CCOC(=O)C=CC=CC(=O)OC2CC3OC4C5OC5(C)CCC4(COC(=O)C1O)C2(C)C31CO1
1.0,COc1cc(C(=O)NC2CCc3cc(OC)c(OC)c(OC)c3-c3ccc(OC)c(=O)cc32)cc(OC)c1OC
1.0,COC1C=CC=C(C)C(=O)NC2=CC(=O)C(NCCCl)=C(CC(C)CC(OC)C(O)C(C)C=C(C)C1OC(N)=O)C2=O
1.0,CCCNC1=C2CC(C)CC(OC)C(O)C(C)C=C(C)C(OC(N)=O)C(OC)C=CC=C(C)C(=O)NC(=CC1=O)C2=O
1.0,COC1=CC(=O)c2c(c(COC(C)=O)cn2C)C1=O
1.0,CN(C)CCn1c(=O)c2ccc3c4c(nn3CCN(C)C)-c3cc(O)ccc3-n(c1=O)c24
1.0,COc1ccc2[nH]c(C(=O)N3CC(CCl)c4ccc(N)cc43)cc2c1
1.0,CCCC(=O)Nc1cc(C(=O)N2CC3CC34C2=CC(=O)c2[nH]cc(C)c24)n(COC)c1
1.0,CC1=C(CO)C2=C(C)C3(CC3)C(C)(O)C(=O)C2=C1
1.0,COc1ccc2nc3c4c(nccc4c2c1)-c1ncccc1C3=O
1.0,Cc1ccnc2[nH]c(-c3cccc4ccccc34)cc(=O)c12
1.0,CC(=O)OC1C(=O)C2(C)C(O)CC3OCC3(OC(C)=O)C2C(OC(=O)c2ccccc2)C2(O)CC(OC(=O)C(O)C(NC(=O)c3ccccc3)c3cccc(N(C)C)c3)C(C)=C1C2(C)C
1.0,CC(C)(C)NC(=S)NN=Cc1ccccn1
1.0,S=C(NN=C(c1ccccc1)c1ccccn1)Nc1ccc(Cl)cc1
1.0,COc1ccccc1NC(=S)NN=Cc1ccccn1
1.0,CC(=O)OC1C(=O)C2(C)C(O)CC3OCC3(OC(C)=O)C2C(OC(=O)c2ccccc2)C2(O)CC(OC(=O)C(O)C(NC(=O)C(C)(C)C)c3ccccc3)C(C)=C1C2(C)C
1.0,CCOC(=O)c1[nH]c(Br)c(-c2ccc(OC)c(OC)c2)c1Br
1.0,COc1cc(C2c3[nH]c4ccccc4c3CC3COC(=O)N32)cc(OC)c1OC
1.0,CCN(CC)CCCNc1c2cc(OC)ccc2nc2cccc([N+](=O)[O-])c12
1.0,CNCCCn1c2ccccc2c2c3c(c(-c4ccsc4)cc21)C(=O)NC3=O
1.0,Cc1cnc2[nH]c(-c3ccccc3)cc(=O)c2c1
1.0,CC(=O)OC1C(=O)C2(C)C(O)CC3OCC3(OC(C)=O)C2C(OC(=O)c2ccccc2)C2(O)CC(OC(=O)C(O)C(NC(=O)c3ccc(Cl)cc3)c3ccccc3)C(C)=C1C2(C)C
1.0,COc1cc2c(cc1OC)C(c1cc(OC)c(O)c(OC)c1)C1C(=O)OCC1C2Nc1ccc(C#N)cc1
1.0,COc1cc(C2c3[nH]c4ccccc4c3CC3COC(=O)N32)cc(OC)c1O
1.0,CC1=CC2=C(C)C3(CC3)C(C)(O)C(=O)C2=C1
1.0,COc1ccc(CCc2cc(OC)c(OC)c(OC)c2)cc1
1.0,CCC(C)C1OC(=O)C(C)C(CC)NC(=O)C(C)NC(=O)C(C)(C)C(=O)C(C)NC(=O)C(Cc2ccc(OC)cc2)N(C)C(=O)C(C(C)C)N(C)C(=O)CNC(=O)C(CC(C)C)N(C)C(=O)CNC1=O
1.0,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(O)C(O)C(C)O1
1.0,C=C1C(=O)OC2CC(C)C3C=CC(=O)C3(C)C(OC(=O)CCCC(=O)OC3C4C(=C)C(=O)OC4CC(C)C4C=CC(=O)C43C)C12
1.0,CCOC(=O)Nc1cc2c(c(N)n1)N=C(c1ccc(Cl)cc1Cl)CN2
1.0,COc1cc2c(c(OC)c1O)-c1ccc(OC)c(=O)cc1C(NC(=O)C(F)(F)F)CC2
1.0,CC=CC=Cc1cc2cc3c(c(O)c2c(=O)[nH]1)C1(CC3)C(=O)c2c(O)c3c(c(O)c2C1=O)C(=O)C(OC)=CC3=O
1.0,CCC(C)(O)C(=O)OC1C(=O)OC2CC3C(C)=CC(=O)C(O)C3(C)C3C4(O)OCC23C1C(C)C4O
1.0,COC(=O)CC(O)(CCC(C)(C)O)C(=O)OC1C(OC)=CC23CCCN2CCc2cc4c(cc2C13)OCO4
1.0,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1
1.0,CC(C)=CC1CC(C)C2(CCC3(C)CC4C(C(=O)CC4(C)O)C(C=O)=CCC32)O1
1.0,CC1OC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CCC5(C)C(C7=CC(=O)OC7)C(O)CC65O)C4)OC3C)OC2C)CC(O)C1O
1.0,CCc1nc(N)nc(N)c1-c1ccc(Cl)c([N+](=O)[O-])c1
1.0,NC(=O)c1cn(C2OC(CO)C(O)C2O)c2ncnc(N)c12
1.0,CC(=O)OC(C)(C)C=CC(=O)C(C)(O)C1C(O)CC2(C)C3CC=C4C(CC(O)C(=O)C4(C)C)C3(C)C(=O)CC12C
1.0,Cl[Sn](c1ccccc1)(c1ccccc1)c1ccccc1
1.0,COc1cc(C2c3cc4c(c(O)c3CC3COC(=O)C32)OCO4)cc(OC)c1O
1.0,C#CC1(O)C(CO)OC(n2ccc(N)nc2=O)C1O
1.0,O=c1[nH]c(=Cc2ccc(OCc3ccccc3)cn2)c(=O)[nH]c1=Cc1ccccc1
1.0,CN(C)CCn1c(=O)c2ccc3c4c(nn3CCN(C)C)-c3cc([N+](=O)[O-])ccc3-n(c1=O)c24
1.0,Nc1ccc(-c2nc3cc(F)ccc3s2)cc1Br
1.0,CC(=NNc1nc2ccccc2[nH]1)c1ccncn1
1.0,CC(=NNc1nc2ccccc2n1C)c1cnccn1
1.0,COc1cc2c(c(OC)c1OC)-c1ccc(SC)cc1C(OC(=O)c1ccccc1)CC2
1.0,CCCCCCCCCCCCC=CCCC(O)C(O)CCC(O)C1CCC(CCCCCCCC2=CC(C)OC2=O)O1
1.0,CC(=NNc1nc2ccccc2o1)c1cc(C)ncn1
1.0,Clc1cc(NN=C(c2ccccc2)c2ccccn2)ncn1
1.0,COC(c1ccc(O)cc1)C1NC(=O)C(CCC(N)=O)N(C)C(=O)C(CC(C)C)NC(=O)C(CCCNC(=N)N)NC(=O)C(C(C)O)NC(=O)C(NC(=O)C(NC(=O)C(O)C(O)C(CCCNC(=N)N)NC(=O)C(C)NC(=O)C(C)C(O)C(C)CC(C)C)C(C)C(C)C(N)=O)C(C)OC(=O)C(C)N(C)C1=O
1.0,CCCC(=O)Nc1cc(C=CC(=O)N2CC3CC34C2=CC(=O)c2[nH]cc(C)c24)n(C)c1
1.0,S=C(NN=C(c1ccccc1)c1ccccn1)N(Cc1ccccn1)Cc1ccccn1
1.0,CCCCCCCCCCCCC(O)C1CCC(C(O)CCCCC(=O)CCCCCCCC2=CC(C)OC2=O)O1
1.0,COc1cc2c(cc1OC)CC1c3cc(OC)c(OC)cc3CCN1CC2
1.0,COc1ccc2c(c1)OCc1c-2oc2ccccc2c1=O
1.0,Nc1nc(Cl)c(CO)c(NCC2(CO)CC(CCc3ccccc3)C2)n1
1.0,CC1=CC(C)CC2(C)CCC(O2)C23CCC(CO)(CC(O2)C2OC(C)(CC2=O)C(O)C2CCC4(CCCC(O4)C(C)C(=O)OC4CC(C5(O)OCCC(C)C5O)OC4C=C1)O2)O3
1.0,Cc1c2oc3c(C)cc(F)c(C(=O)NC4C(=O)NC(C(C)C)C(=O)N5CCCC5C(=O)N(C)CC(=O)N(C)C(C(C)C)C(=O)OC4C)c3nc-2c(C(=O)NC2C(=O)NC(C(C)C)C(=O)N3CCCC3C(=O)N(C)CC(=O)N(C)C(C(C)C)C(=O)OC2C)c(N)c1=O
1.0,S=C(NN=Cc1ccccn1)Nc1ccc(Cl)cc1
1.0,CCC1(O)CC(OC2CC(N(C)C)C(OC3CC(O)C(OC4OC(C)C(=O)C=C4N)C(C)O3)C(C)O2)c2c(cc3c(c2O)C(=O)c2c(O)cccc2C3=O)C1C(=O)OC
1.0,COc1cc(C2c3[nH]c4ccccc4c3C(Nc3ccc([N+](=O)[O-])cc3)C3COC(=O)N23)cc(OC)c1O
1.0,CC(=O)OC1C(=O)C2(C)C(O)CC3OCC3(OC(C)=O)C2C(OC(=O)c2ccccc2)C2(O)CC(OC(=O)C(O)C(NC(=O)c3ccccc3)c3ccc4ccccc4c3)C(C)=C1C2(C)C
1.0,COc1ccc2[nH]c(-c3cccc(N(C)C)c3)cc(=O)c2c1
1.0,O=C1c2cccnc2-c2nccc3c2c1nc1cc(Br)ccc13
1.0,COc1cc(C2c3cc4c(cc3C(NCCN(C)C)C3COC(=O)C23)OCO4)cc(OC)c1O
1.0,CC(=O)OC1CCCn2c1nc1c2C(=O)C(C)=C(N2CC2)C1=O
1.0,CC1=C(N2CC2)C(=O)c2nc3n(c2C1=O)CCC3O
1.0,COc1ccc(Cc2cc(OC)c(OC)c(OC)c2)cc1O
1.0,COc1ccc(CC(C#N)c2cc(OC)c(OC)c(OC)c2)cc1
1.0,CCc1c(C#N)c(=O)[nH]c(=O)n1CCN1CCN(C(=O)NCCCCCCNC(=O)N2CCN(CCn3c(CC)c(C#N)c(=O)[nH]c3=O)CC2)CC1
1.0,O=C(NNC(=O)c1ccccc1O)c1ccccc1O
1.0,CNC1=C(C)C(=O)C2=C(C1=O)C(COC(N)=O)C1(OC)C3NC3CN21
1.0,COc1ccc(O)c2c(=O)c3c(OC)cc4c(c3oc12)C1C=COC1O4
1.0,CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(OC)cccc3nc2-1
1.0,O=C1NC(c2cccc3ccccc23)Nc2ccccc21
1.0,COC(=O)C1c2cc3c(cc2C(OC2OC(C)C(OC)C(C)(OC)C2OC)CC1(C)O)C(=O)c1c(O)cc2c(c1C3=O)OC1OC2(C)C(O)C([N+](C)(C)[O-])C1O
1.0,CC(=O)OC1CCC2(C=O)C3CCC4(C)C(C5=CC(=O)OC5)CCC4(O)C3CCC2(O)C1
1.0,O=C1C=CC(O)C2C1CC13SSC4(CC5C(=O)C=CC(O)C5N4C1=O)C(=O)N23
1.0,CCC1(O)CC(OC2CC(N(C)C)C(O)C(C)O2)c2c(cc3c(c2O)C(=O)c2c(O)ccc(O)c2C3=O)C1C(=O)OC
1.0,COc1ccc2c(NCCCCCCNc3c4ccccc4nc4cc(OC)ccc34)c3ccccc3nc2c1
1.0,C[As](C)SCC1OC(O)C(O)C(O)C1O
1.0,CC1OC1C(=O)C1(O)C(C)C(O)C23OC2(C(O)c2c(O)cccc2C3=O)C1O
1.0,O=C1C=C(N2CC2)C(=O)C=C1N1CC1
1.0,COC(C(=O)C(O)C(C)O)C1Cc2cc3cc(OC4CC(OC5CC(O)C(O)C(C)O5)C(O)C(C)O4)c(C)c(O)c3c(O)c2C(=O)C1OC1CC(OC2CC(OC3CC(C)(O)C(O)C(C)O3)C(O)C(C)O2)C(O)C(C)O1
1.0,CC(=O)OC1(C)CC(=O)OCC23CCC(C)=CC2OC2CC(OC(=O)C=CC=CC(C(C)O)OCC1O)C3(C)C21CO1
1.0,NC1=[SH][Zn]234([SH]=C(N)N[N+]2=CC2C5CCCCC5CCN23)N2CCC3CCCCC3C2C=[N+]4N1
1.0,CC1=[N+]2NC(N3CCCCCC3)=[SH][Fe]2(Cl)(Cl)N2CCCCC12
1.0,Nc1nc(N)c2cc(CNc3ccc(C(=O)NC(CC(=O)O)C(=O)O)c(Cl)c3)ccc2n1
1.0,NC(=O)c1cn(C2OC(CO)C(O)C2O)c2nc[n+]([O-])c(N)c12
1.0,CC(=O)OC1CC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CCC5(C)C(C7=CC(=O)OC7)C(O)CC65O)C4)OC3C)OC2C)OC(C)C1OC1OC(CO)C(O)C(O)C1O
1.0,CN(C)CCNC(=O)c1ccc(NCCCN(C)CCCNc2ccc(C(=O)NCCN(C)C)c3[nH]c4ccc([N+](=O)[O-])cc4c(=O)c23)c2c(=O)c3cc([N+](=O)[O-])ccc3[nH]c12
1.0,Nc1ccn(C2CCC(COP(=O)(O)OCC(O)COP(=O)(O)OCC3OC(n4cc(F)c(=O)[nH]c4=O)CC3O)O2)c(=O)n1
1.0,CC1CCC2C(C)C(OCCOC3OC4OC5(C)CCC6C(C)CCC(C3C)C46OO5)OC3OC4(C)CCC1C32OO4
1.0,CC(=NNc1nc2ccccc2o1)c1ncccn1
1.0,S=C(NCCc1ccccn1)NN=C(c1ccccc1)c1ccccn1
1.0,NP(=O)(OCc1ccc([N+](=O)[O-])s1)N(CCBr)CCBr
1.0,COc1ccc(C=C2CCCc3ccccc3C2=O)cc1
1.0,O=C(c1ccsc1)c1cc2c(s1)C(=O)c1ccsc1C2=O
1.0,N=C(N)NS(=O)(=O)c1ccc(Nc2c3ccccc3nc3c(C(=O)NNCCO)cccc23)cc1
1.0,NS(=O)(=O)c1ccc(Nc2c3ccccc3nc3c(C(=O)NCCO)cccc23)cc1
1.0,CCCCCCNCCCNc1c2cc(OC)ccc2nc2cccc([N+](=O)[O-])c12
