pIC50,smiles
6.7,C=C(C)C1CCC2(C(=O)NCCCCCCCC(=O)NCC(O)CC(=O)O)CCC3(C)C(CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C12
7.0,C=C(C)C1CCC2(C(=O)NCCCCCCCC(=O)NCCC(=O)O)CCC3(C)C(CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C12
6.89,C=C(C)C1CCC2(C(=O)NCCCCCCCC(=O)NC(C)CC(=O)O)CCC3(C)C(CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C12
6.96,C=C(C)C1CCC2(C(=O)NCCCCCCCNC(=O)c3ccc(C(=O)O)cc3)CCC3(C)C(CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C12
5.72,C=C(C)C1CCC2(C(=O)NCCCCCCCC(=O)NC(CO)C(=O)O)CCC3(C)C(CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C12
6.73,C=C(C)C1CCC2(C(=O)NCCCCCCCC(=O)N3CCCC(C(=O)O)C3)CCC3(C)C(CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C12
7.3,C=C(C)C1CCC2(C(=O)NCCCCCCCC(=O)NC(CC(C)C)C(O)CC(=O)O)CCC3(C)C(CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C12
6.02,C=C(C)C1CCC2(C(=O)NCCCCCCCC(=O)NC(CC(N)=O)C(=O)O)CCC3(C)C(CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C12
7.3,C=C(C)C1CCC2(C(=O)NCCCCCCCNC(=O)CC(=O)O)CCC3(C)C(CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C12
7.16,C=C(C)C1CCC2(C(=O)NCCCCCCCC(=O)Nc3ccc(C(=O)O)cc3)CCC3(C)C(CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C12
6.6,C=C(C)C1CCC2(C(=O)NCCCCCCCC(=O)N(C)CC(=O)O)CCC3(C)C(CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C12
5.0,C=C(C)C1CCC2(C(=O)NCCCCCCCC(=O)NC(CCCCN)C(=O)O)CCC3(C)C(CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C12
7.28,C=C(C)C1CCC2(C(=O)NCCCCCCCC(=O)NC(CCC(=O)O)CC(C)C)CCC3(C)C(CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C12
4.75,C=C(C)C1CCC2(C(=O)NCCCCCCCC(=O)NC(CC(=O)O)C(=O)O)CCC3(C)C(CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C12
5.75,C=C(C)C1CCC2(C(=O)NCCCCCCCNC(=O)c3ccccc3C(=O)O)CCC3(C)C(CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C12
6.82,C=C(C)C1CCC2(C(=O)NCCCCCCCC(=O)NCC(=O)O)CCC3(C)C(CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C12
6.89,C=C(C)C1CCC2(C(=O)NCCCCCCCC(=O)NCC(C)C(=O)O)CCC3(C)C(CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C12
6.19,C=C(C)C1CCC2(C(=O)NCCCCCCCC(=O)N3CCCC3C(=O)O)CCC3(C)C(CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C12
7.02,C=C(C)C1CCC2(C(=O)NCCCCCCCC(=O)NC(F)CC(=O)O)CCC3(C)C(CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C12
7.3,C=C(C)C1CCC2(C(=O)NCCCCCCCC(=O)NC(CC(C)C)C(O)CC(=O)O)CCC3(C)C(CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C12
6.98,C=C(C)C1CCC2(C(=O)NCCCCCCCNC(=O)c3cccc(C(=O)O)c3)CCC3(C)C(CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C12
6.22,C=C(C)C1CCC2(C(=O)NCCCCCCCCCC(=O)O)CCC3(C)C(CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C12
7.02,C=C(C)C1CCC2(C(=O)NCCCCCCCNC(=O)CCC(=O)O)CCC3(C)C(CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C12
6.89,C=C(C)C1CCC2(C(=O)NCCCCCCCC(=O)NC(Cc3ccccc3)C(O)CC(=O)O)CCC3(C)C(CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C12
6.26,C=C(C)C1CCC2(C(=O)NCCCCCCCCCCCC(=O)O)CCC3(C)C(CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C12
6.6,C=C(C)C1CCC2(C(=O)NCCCCCCCC(=O)NC(CO)C(=O)O)CCC3(C)C(CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C12
6.13,C=C(C)C1CCC2(C(=O)NCCCCCCCC(=O)O)CCC3(C)C(CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C12
7.36,C=C(C)C1CCC2(C(=O)NCCCCCCCC(=O)NCCCC(=O)O)CCC3(C)C(CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C12
7.22,C=C(C)C1CCC2(C(=O)NCCCCCCCC(=O)NCCCCC(=O)O)CCC3(C)C(CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C12
7.1,C=C(C)C1CCC2(C(=O)NCCCCCCCC(=O)Nc3cccc(C(=O)O)c3)CCC3(C)C(CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C12
6.47,COc1cc2[nH]c(-c3ccsc3)cc(=O)c2cc1-c1cnco1
5.96,COc1cc2[nH]c(-c3cccc(C)c3)cc(=O)c2cc1-c1cnco1
6.43,COc1ccc(-c2cc(=O)c3cc(-c4cnco4)c(OC)cc3[nH]2)cc1
6.39,COc1cc2[nH]c(-c3ccc(C)c(C)c3)cc(=O)c2cc1-c1cnco1
6.25,COc1cc2[nH]c(-c3ccc(C)cc3)cc(=O)c2cc1-c1cnco1
6.26,COc1cc2[nH]c(-c3csc4ccccc34)c(C=O)c2cc1-c1cnco1
4.12,Cn1cc(NC(=O)c2cc(NC(=O)CCC(=O)Nc3cc(C(=O)Nc4cc(C(=O)NCCC(=N)N)n(C)c4)n(C)c3)cn2C)cc1C(=O)NCCC(=N)N
4.24,Cn1cc(NC(=O)c2cc(NC(=O)CCCCCCCCCC(=O)Nc3cc(C(=O)Nc4cc(C(=O)NCCC(=N)N)n(C)c4)n(C)c3)cn2C)cc1C(=O)NCCC(=N)N
4.16,Cn1cc(NC(=O)c2cc(NC(=O)c3cc(NC(=O)c4ccc(C(=O)Nc5cc(C(=O)Nc6cc(C(=O)Nc7cc(C(=O)NCCC(=N)N)n(C)c7)n(C)c6)n(C)c5)nc4)cn3C)cn2C)cc1C(=O)NCCC(=N)N
4.39,Cn1cc(NC(=O)c2cc(NC(=O)c3cc(NC(=O)CCC(=O)Nc4cc(C(=O)Nc5cc(C(=O)Nc6cc(C(=O)NCCC(=N)N)n(C)c6)n(C)c5)n(C)c4)cn3C)cn2C)cc1C(=O)NCCC(=N)N
4.48,Cn1cc(NC(=O)c2cc(NC(=O)C=CC(=O)Nc3cc(C(=O)Nc4cc(C(=O)NCCC(=N)N)n(C)c4)n(C)c3)cn2C)cc1C(=O)NCCC(=N)N
5.03,Cn1cc(NC(=O)c2cc(NC(=O)C3CC3C(=O)Nc3cc(C(=O)Nc4cc(C(=O)NCCC(=N)N)n(C)c4)n(C)c3)cn2C)cc1C(=O)NCCC(=N)N
4.17,Cn1cc(NC(=O)c2cc(NC(=O)C3CCC3C(=O)Nc3cc(C(=O)Nc4cc(C(=O)NCCC(=N)N)n(C)c4)n(C)c3)cn2C)cc1C(=O)NCCC(=N)N
4.15,Cn1cc(NC(=O)c2cc(NC(=O)c3cc(NC(=O)C4CCC4C(=O)Nc4cc(C(=O)Nc5cc(C(=O)Nc6cc(C(=O)NCCC(=N)N)n(C)c6)n(C)c5)n(C)c4)cn3C)cn2C)cc1C(=O)NCCC(=N)N
4.19,Cn1cc(NC(=O)c2cc(NC(=O)CCCCCC(=O)Nc3cc(C(=O)Nc4cc(C(=O)NCCC(=N)N)n(C)c4)n(C)c3)cn2C)cc1C(=O)NCCC(=N)N
4.29,Cn1cc(NC(=O)c2cc(NC(=O)CCCCCCCC(=O)Nc3cc(C(=O)Nc4cc(C(=O)NCCC(=N)N)n(C)c4)n(C)c3)cn2C)cc1C(=O)NCCC(=N)N
5.33,Cn1cc(NC(=O)c2cc(NC(=O)c3cc(NC(=O)c4ccc(C(=O)Nc5cc(C(=O)Nc6cc(C(=O)Nc7cc(C(=O)NCCC(=N)N)n(C)c7)n(C)c6)n(C)c5)cc4)cn3C)cn2C)cc1C(=O)NCCC(=N)N
4.46,Cn1cc(NC(=O)c2cc(NC(=O)c3cc(NC(=O)C=CC(=O)Nc4cc(C(=O)Nc5cc(C(=O)Nc6cc(C(=O)NCCC(=N)N)n(C)c6)n(C)c5)n(C)c4)cn3C)cn2C)cc1C(=O)NCCC(=N)N
4.54,Cn1cc(NC(=O)c2cc(NC(=O)c3cc(NC(=O)CCCCCCCCC(=O)Nc4cc(C(=O)Nc5cc(C(=O)Nc6cc(C(=O)NCCC(=N)N)n(C)c6)n(C)c5)n(C)c4)cn3C)cn2C)cc1C(=O)NCCC(=N)N
4.11,Cn1cc(NC(=O)c2cc(NC(=O)CCCCCCCCCCC(=O)Nc3cc(C(=O)Nc4cc(C(=O)NCCC(=N)N)n(C)c4)n(C)c3)cn2C)cc1C(=O)NCCC(=N)N
4.08,Cn1cc(NC(=O)c2cc(NC(=O)Nc3cc(C(=O)Nc4cc(C(=O)NCCC(=N)N)n(C)c4)n(C)c3)cn2C)cc1C(=O)NCCC(=N)N
4.16,Cn1cc(NC(=O)c2cc(NC(=O)c3cc(NC(=O)c4cncc(C(=O)Nc5cc(C(=O)Nc6cc(C(=O)Nc7cc(C(=O)NCCC(=N)N)n(C)c7)n(C)c6)n(C)c5)c4)cn3C)cn2C)cc1C(=O)NCCC(=N)N
4.75,Cn1cc(NC(=O)c2cc(NC(=O)c3ccc(C(=O)Nc4cc(C(=O)Nc5cc(C(=O)NCCC(=N)N)n(C)c5)n(C)c4)cc3)cn2C)cc1C(=O)NCCC(=N)N
6.11,COc1cc2[nH]c(-c3ccc(C)c(N4CCCC4)c3)cc(=O)c2cc1-c1cnco1
5.96,COCC(=O)N(C)C1CCc2ccc(-c3cc(=O)c4cc(-c5cnco5)c(OC)cc4[nH]3)cc21
5.51,COc1cc2[nH]c(-c3ccc4c(c3)C(O)CC4)cc(=O)c2cc1-c1cnco1
5.96,COc1cc2[nH]c(-c3ccc4c(c3)C(N(C)C(C)=O)CC4)cc(=O)c2cc1-c1cnco1
6.15,COc1cc2[nH]c(-c3ccc(C)c(OCC4CCCO4)c3)cc(=O)c2cc1-c1cnco1
6.16,COc1cc2[nH]c(-c3ccc4c(c3)C(N(C)C)C(OC)C4)cc(=O)c2cc1-c1cnco1
6.45666666667,COc1cc2[nH]c(-c3ccc4c(c3)C(N(C)C)CC4)cc(=O)c2cc1-c1cnco1
6.19,COc1cc2[nH]c(-c3ccc(C)c(N4CCOCC4)c3)cc(=O)c2cc1-c1cnco1
5.39,COc1cc2[nH]c(-c3ccc4c(c3)CCC4N(C)C)cc(=O)c2cc1-c1cnco1
5.66,COc1cc2[nH]c(-c3ccc(N4CCN(C)CC4)cc3)cc(=O)c2cc1-c1cnco1
5.0,COc1cc2[nH]c(-c3ccc(OC)c(N4CCN(C)CC4)c3)cc(=O)c2cc1-c1cnco1
5.8,CNC1CCc2ccc(-c3cc(=O)c4cc(-c5cnco5)c(OC)cc4[nH]3)cc21
6.28,COc1cc2[nH]c(-c3ccc4c(c3)C(=O)CCC4)cc(=O)c2cc1-c1cnco1
5.89,COc1cc2[nH]c(-c3ccc4c(c3)N(C(C)=O)CCO4)cc(=O)c2cc1-c1cnco1
6.43,COc1cc2[nH]c(-c3ccc4c(c3)C(N(C)C)CCC4)cc(=O)c2cc1-c1cnco1
5.96,COc1cc2[nH]c(-c3ccc4c(c3)CN(C)C4)cc(=O)c2cc1-c1cnco1
6.17,COc1cc2[nH]c(-c3ccc4c(c3)C(N3CCCC3)CC4)cc(=O)c2cc1-c1cnco1
5.85,COc1cc2[nH]c(-c3ccc4c(c3)C(N3CCCC3)CCO4)cc(=O)c2cc1-c1cnco1
5.75,COc1cc2[nH]c(-c3ccc4c(c3)C(N(C)C(=O)CN3CCOCC3)CC4)cc(=O)c2cc1-c1cnco1
6.22,COc1cc2[nH]c(-c3ccc(C)c(OCCN4CCOCC4)c3)cc(=O)c2cc1-c1cnco1
5.57,COc1cc2[nH]c(-c3cccc(N4CCCC4)c3)cc(=O)c2cc1-c1cnco1
5.47,COc1cc2[nH]c(-c3ccc4c(c3)C(O)CCC4)cc(=O)c2cc1-c1cnco1
5.96,COc1cc2[nH]c(-c3ccc(C)c(N4CCN(C)CC4)c3)cc(=O)c2cc1-c1cnco1
5.96,COc1cc2[nH]c(-c3ccc4c(c3)C(N3CCOCC3)CC4)cc(=O)c2cc1-c1cnco1
6.1,COc1cc2[nH]c(-c3ccc4c(c3)C(N3CCC3)CC4)cc(=O)c2cc1-c1cnco1
5.77,COc1cc2[nH]c(-c3cccc(N4CCN(C)CC4)c3)cc(=O)c2cc1-c1cnco1
6.14,COc1cc2[nH]c(-c3ccc4c(c3)C(N(C)C)CCO4)cc(=O)c2cc1-c1cnco1
4.41,O=C1C(=Cc2cccc(F)c2)Cc2ccccc21
4.49,COc1ccc(C=C2Cc3ccccc3C2=O)cc1
5.06,O=C1C(=Cc2cccc(Br)c2)CCc2ccccc21
6.46,COc1ccc(C=C2CCCc3ccccc3C2=O)cc1
4.94,Cc1ccc(C=C2CCCc3ccccc3C2=O)cc1
5.52,CN(C)c1ccc(C=C2CCCc3ccccc3C2=O)cc1
4.35,CN(C)c1ccc(C=C2CCCCCC2=O)cc1
4.49,O=C1C(=Cc2cccc(Br)c2)Cc2ccccc21
5.13,O=C1C(=Cc2ccccc2)CCc2ccccc21
5.04,O=C1C(=Cc2cccc(Cl)c2)CCc2ccccc21
5.06,COc1cccc(C=C2CCc3ccccc3C2=O)c1
4.82,O=C1C(=Cc2ccc(Cl)cc2)CCCc2ccccc21
4.95,O=C1C(=Cc2cccc(F)c2)CCCc2ccccc21
5.03,Cc1cccc(C=C2CCc3ccccc3C2=O)c1
5.02,COc1cccc(C=C2CCCc3ccccc3C2=O)c1
4.17,Cc1ccc(C=C2Cc3ccccc3C2=O)cc1
4.44,O=C1CCCCCC1=Cc1ccc([N+](=O)[O-])cc1
4.5,O=C1C(=Cc2cccc(Cl)c2)Cc2ccccc21
5.05,COc1ccc(C=C2CCc3ccccc3C2=O)cc1
4.54,O=C1C(=Cc2ccccc2)CCCc2ccccc21
4.8,Cc1cccc(C=C2CCCc3ccccc3C2=O)c1
4.39,CN(C)c1ccc(C=C2Cc3ccccc3C2=O)cc1
4.32,O=C1C(=Cc2ccc(Cl)cc2)CCc2ccccc21
4.36,O=C1CCCCCC1=Cc1ccc(Cl)cc1
4.48,O=C1C(=Cc2ccc(F)cc2)CCc2ccccc21
4.77,O=C1C(=Cc2ccc(Br)cc2)CCCc2ccccc21
5.78,CN(C)c1ccc(C=C2CCc3ccccc3C2=O)cc1
5.1,O=C1C(=Cc2cccc(F)c2)CCc2ccccc21
4.52,O=C1CCCCCC1=Cc1cccc([N+](=O)[O-])c1
4.7,O=C1C(=Cc2ccc(F)cc2)CCCc2ccccc21
4.39,O=C1CCCCCC1=Cc1cccc(Cl)c1
4.38,O=C1C(=Cc2ccccc2)Cc2ccccc21
5.05,O=C1C(=Cc2cccc(Br)c2)CCCc2ccccc21
5.11,O=C1C(=Cc2cccc([N+](=O)[O-])c2)CCCc2ccccc21
4.38,O=C1C(=Cc2ccc(F)cc2)Cc2ccccc21
5.03,O=C1C(=Cc2cccc(Cl)c2)CCCc2ccccc21
4.37,O=C1CCCCCC1=Cc1ccc(Br)cc1
4.38,Cc1cccc(C=C2Cc3ccccc3C2=O)c1
5.28,O=C1C(=Cc2cccc([N+](=O)[O-])c2)CCc2ccccc21
5.35,C=C(C)C1CCC2(C(=O)NCCCCC(=O)NCCCCC(=O)O)CCC3(C)C(CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C12
5.52,C=C(C)C1CCC2(C(=O)NCCCCCC(=O)NCCCC(=O)O)CCC3(C)C(CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C12
5.26,C=C(C)C1CCC2(C(=O)NCCCC(=O)NCCCCCC(=O)O)CCC3(C)C(CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C12
5.64,C=C(C)C1CCC2(C(=O)NCCCCCC(=O)O)CCC3(C)C(CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C12
4.92,C=C(C)C1CCC2(C(=O)NCCCCCCC(=O)O)CCC3(C)C(CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C12
5.35,C=C(C)C1CCC2(C(=O)NCCCCCCC(=O)NCCC(=O)O)CCC3(C)C(CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C12
4.73,COC1N(C2CC(N=[N+]=[N-])C(CO)O2)C(=O)NC(=O)C1(C)I
4.37,COC1N(C2CC(N=[N+]=[N-])C(CO)O2)C(=O)NC(=O)C1(C)Br
4.96,CCCCCCCCCCCCCCCCOC1N(C2CC(N=[N+]=[N-])C(CO)O2)C(=O)NC(=O)C1(C)Br
4.76,COC1N(C2CC(N=[N+]=[N-])C(CO)O2)C(=O)NC(=O)C1(C)Br
4.65,CCOC1N(C2CC(N=[N+]=[N-])C(CO)O2)C(=O)NC(=O)C1(C)Br
4.73,CCOC1N(C2CC(N=[N+]=[N-])C(CO)O2)C(=O)NC(=O)C1(C)Br
5.19,COC1N(C2CC(N=[N+]=[N-])C(CO)O2)C(=O)NC(=O)C1(C)I
4.51,CCCCCCCCCCCCCCCCOC1N(C2CC(N=[N+]=[N-])C(CO)O2)C(=O)NC(=O)C1(C)Cl
4.91,CCCCCCCCOC1N(C2CC(N=[N+]=[N-])C(CO)O2)C(=O)NC(=O)C1(C)Br
4.43,CCCCCCCCOC1N(C2CC(N=[N+]=[N-])C(CO)O2)C(=O)NC(=O)C1(C)Cl
5.01,Cc1ccccc1NC(=O)Nc1ccc2c(-c3cnco3)c[nH]c2c1
5.82,Cc1cccc(-c2cnc(Nc3ccc4c(-c5cnco5)c[nH]c4c3)o2)c1
5.52,CN(C(=O)CN1CCOCC1)c1ccccc1-c1cnc(Nc2ccc3c(-c4cnco4)c[nH]c3c2)o1
6.0,CC(=O)OCC(=O)N(C)c1ccccc1-c1cnc(Nc2ccc3c(-c4cnco4)c[nH]c3c2)o1
4.06,C=C1CC(COc2cc(C(=O)Nc3cc(C(=O)Nc4cc(C(=O)Nc5cc(C(=O)NCCC(=N)N)n(C)c5)n(C)c4)n(C)c3)n(C)n2)(c2ccc(Cl)cc2)OC1=O
4.45,C=C1CC(C)(CCCCCCCOc2cc(C(=O)Nc3cc(C(=O)Nc4cc(C(=O)Nc5cc(C(=O)NCCC(=N)N)n(C)c5)n(C)c4)n(C)c3)n(C)n2)OC1=O
5.02,C=C1CC(C)(COc2cc(C(=O)Nc3cc(C(=O)Nc4cc(C(=O)NCCC(=N)N)n(C)c4)n(C)c3)n(C)n2)OC1=O
4.8,C=C1CC(C)(COc2cc(C(=O)Nc3cc(C(=O)Nc4cc(C(=O)Nc5cc(C(=O)NCCNC(=N)N)n(C)c5)n(C)c4)n(C)c3)n(C)n2)OC1=O
4.72,C=C1CC(COc2cc(C(=O)Nc3cc(C(=O)NCCC(=N)N)n(C)c3)n(C)n2)(c2ccccc2)OC1=O
4.73,C=C1CC(COc2cc(C(=O)O)n(C)n2)(c2ccc(-c3ccccc3)cc2)OC1=O
4.02,C=C1CC(COc2cc(C(=O)Nc3cc(C(=O)Nc4cc(C(=O)Nc5cc(C(=O)NCCC(=N)N)n(C)c5)n(C)c4)n(C)c3)n(C)n2)(c2ccc(-c3ccccc3)cc2)OC1=O
5.01,C=C1CC(COc2cc(C(=O)Nc3cc(C(=O)Nc4cc(C(=O)Nc5cc(C(=O)NCCC(=N)N)n(C)c5)n(C)c4)n(C)c3)n(C)n2)(c2ccccc2)OC1=O
5.0,C=C1CC(COc2cc(C(=O)Nc3cc(C(=O)Nc4cc(C(=O)Nc5cc(C(=O)NCCNC(=N)N)n(C)c5)n(C)c4)n(C)c3)n(C)n2)(c2ccccc2)OC1=O
4.24,C=C1CC(COc2cc(C(=O)O)n(C)n2)(c2ccc(Cl)cc2)OC1=O
4.8,C=C1CC(C)(COc2cc(C(=O)Nc3cc(C(=O)Nc4cc(C(=O)Nc5cc(C(=O)NCCC(=N)N)n(C)c5)n(C)c4)n(C)c3)n(C)n2)OC1=O
5.24,C=C1CC(COc2cc(C(=O)Nc3cc(C(=O)Nc4cc(C(=O)NCCC(=N)N)n(C)c4)n(C)c3)n(C)n2)(c2ccccc2)OC1=O
4.58,C=C1CC(C)(COc2cc(C(=O)Nc3cc(C(=O)NCCC(=N)N)n(C)c3)n(C)n2)OC1=O
4.13,C=C1CC(C)(CCCCCOc2cc(C(=O)Nc3cc(C(=O)Nc4cc(C(=O)Nc5cc(C(=O)NCCC(=N)N)n(C)c5)n(C)c4)n(C)c3)n(C)n2)OC1=O
4.4,CCC(C)(C)C(C)CCC(C)C1CCC2C3CC(OS(=O)(=O)O)C4CC(OS(=O)(=O)O)C(OS(=O)(=O)O)CC4(C)C3CCC12C
4.39,CC(CCC(C)C(C)(C)C)C1CCC2C3CC(OS(=O)(=O)O)C4CC(OS(=O)(=O)O)C(OS(=O)(=O)O)CC4(C)C3CCC12C
4.19,COC1(C2C=C3C(O)CC4(O)C(CCC5(C)C(C(C)C=CC(CO)C(C)C)C(O)C(OS(=O)(=O)O)C54)C3(C)CC2)OCC(O)C(O)C1O
4.25,CC(C)C(C)CCC(C)C1CCC2C3CC(OS(=O)(=O)O)C4CC(OS(=O)(=O)O)C(OS(=O)(=O)O)CC4(C)C3CCC12C
4.16,CC(C)C(CCC(C)C1CC(OS(=O)(=O)O)C2C3C(O)C(O)C4CC(O)CCC4(C)C3CCC12C)OC1OCC(O)C(O)C1O
4.29,CC(CCC1(C(C)C)CC1C)C1CCC2(C)C3CC(OS(=O)(=O)O)C4CC(OS(=O)(=O)O)C(OS(=O)(=O)O)CC4(C)C3=CCC12C
7.41,Cc1n[nH]c2c(O)cc3c(c12)C(CCl)CN3C(=O)c1cc(C(=O)Nc2cc(C(=O)Nc3cc(C(=O)NCCC(=N)N)n(C)c3)n(C)c2)n(C)n1
5.17,CC(C)(C)OC(=O)N1CC(CCl)c2c1cc(O)c1c2cnn1Cc1ccccc1
7.16,Cn1cc(NC(=O)c2cc(C(=O)N3CC(CCl)c4c3cc(O)c3c4cnn3Cc3ccccc3)nn2C)cc1C(=O)NCCC(=N)N
5.9,Cc1n[nH]c2c(O)cc3c(c12)C(CCl)CN3C(=O)OC(C)(C)C
6.68,Cn1cc(NC(=O)c2cc(NC(=O)c3cc(C(=O)N4CC(CCl)c5c4cc(O)c4c5cnn4Cc4ccccc4)nn3C)cn2C)cc1C(=O)NCCC(=N)N
6.4,Cn1cc(NC(=O)c2cc(NC(=O)c3cc(NC(=O)c4cc(C(=O)N5CC(CCl)c6c5cc(O)c5c6cnn5Cc5ccccc5)nn4C)cn3C)cn2C)cc1C(=O)NCCC(=N)N
6.64,Cc1n[nH]c2c(O)cc3c(c12)C(CCl)CN3C(=O)c1cc(C(=O)Nc2cc(C(=O)NCCC(=N)N)n(C)c2)n(C)n1
7.15,Cc1n[nH]c2c(O)cc3c(c12)C(CCl)CN3C(=O)c1cc(C(=O)Nc2cc(C(=O)Nc3cc(C(=O)Nc4cc(C(=O)NCCC(=N)N)n(C)c4)n(C)c3)n(C)c2)n(C)n1
4.0,Nc1ncnc2c1ncn2C1OC(C=CCl)C(O)C1O
5.24,C#CC1OC(n2cnc3c(N)ncnc32)C(O)C1O
4.59,Nc1ncnc2c1ncn2C1OC(C=CI)C(O)C1O
4.07,Nc1ncnc2c1ncn2C1OC(C=CCl)C(O)C1O
4.7,Cc1ccc(S(=O)(=O)C=CC2OC(n3cnc4c(N)ncnc43)C(O)C2O)cc1
4.25,Nc1ncnc2c1ncn2C1OC(C=CBr)C(O)C1O
4.5,Nc1ncnc2c1ncn2C1OC(C=CI)C(O)C1O
4.89,C=C(Br)C1OC(n2cnc3c(N)ncnc32)C(O)C1O
4.19,Nc1ncnc2c1ncn2C1OC(C=CBr)C(O)C1O
4.0,CC1(Br)C(=O)NC(=O)N(C2CC(F)C(CO)O2)C1N=[N+]=[N-]
5.01,COC1N(C2CC(F)C(CO)O2)C(=O)NC(=O)C1(C)Br
5.76,COC1N(C2CC(F)C(CO)O2)C(=O)NC(=O)C1(C)Br
4.91,COC1N(C2CC(F)C(CO)O2)C(=O)NC(=O)C1(C)I
4.24,COC1N(C2CC(F)C(CO)O2)C(=O)NC(=O)C1(C)I
4.23,CC(=Cc1cc2cc3ccc(=O)oc3cc2o1)C1=CC(=O)C(C)(C)O1
3.72,CC(=CCOC(=O)Nc1ccc(Cl)cc1)C1=CC(=O)C(C)(C)O1
5.0,C=CCNC(=O)OCC=C(C)C1=CC(=O)C(C)(C)O1
5.13,CC(=CCOC(=O)NC(C)(C)C)C1=CC(=O)C(C)(C)O1
5.37,CCCCNC(=O)OCC=C(C)C1=CC(=O)C(C)(C)O1
5.43,CCCCCCCCNC(=O)OCC=C(C)C1=CC(=O)C(C)(C)O1
5.922,Nc1nc(=O)n(C2COC(CO)O2)cc1F
4.52,Nc1nc(=O)n(C2COC(CO)O2)cc1I
6.36,Nc1ccn(C2COC(CO)O2)c(=O)n1
4.36,CCCCCC=C(c1cc(Br)cc(C(=O)OC)c1OC)c1cc(Br)cc(C(=O)OC)c1OC
4.75,COC(=O)c1cc(C(=CCCBr)c2cc(Cl)c(OC)c(C(=O)OC)c2)cc(Cl)c1OC
4.43,CCCCCC=C(c1cc(Cl)c(O)c(C(=O)NO)c1)c1cc(Cl)c(O)c(C(=O)NO)c1
4.05,Nc1ncnc2c1ncn2C1OC(CO)C(O)C1F
4.55,CC(CCC=C(c1cc(Cl)c(O)c(C(=O)O)c1)c1cc(Cl)c(O)c(C(=O)O)c1)C1CCC2C3CCC4CCCCC4(C)C3CCC12C
5.41,CC(C)CCCC(C)C1CCC2C3CCC4CC(CCC=C(c5cc(Cl)c(O)c(C(=O)O)c5)c5cc(Cl)c(O)c(C(=O)O)c5)CCC4(C)C3CCC12C
4.62,CC(CCC=C(c1cc(Cl)c(O)c(C(=O)O)c1)c1cc(Cl)c(O)c(C(=O)O)c1)C1CCC2C3CCC4CC(F)(F)CCC4(C)C3CCC12C
4.08,CC(C)CCCC(C)C1CCC2C3CCC4CC(=C(c5cc(Cl)c(O)c(C(=O)O)c5)c5cc(Cl)c(O)c(C(=O)O)c5)CCC4(C)C3CCC12C
4.48,N#Cc1c(Br)n(C2OC(CO)C(O)C2F)c2ncnc(N)c12
6.50333333333,NC(=O)c1cn(C2OC(CO)C(O)C2F)c2ncnc(N)c12
5.7,NC(=S)c1cn(C2OC(CO)C(O)C2F)c2ncnc(N)c12
4.48,N#Cc1cn(C2OC(CO)C(O)C2F)c2ncnc(N)c12
6.56,CN(C)CCOc1cc2oc3c(c2cc1Cl)C(=O)c1ccccc1C3=O
6.76,CN(C)CCOc1ccc2c3c(oc2c1)C(=O)c1ccccc1C3=O
6.795,CN(C)CCCOc1cc2oc3c(c2cc1Cl)C(=O)c1ccccc1C3=O
6.26,O=C1c2ccccc2C(=O)c2c1oc1cc(O)cc(O)c21
